Student_ID,Semester,GPA,Attendance_per_Subject,Quiz_Score,Assignment_Completion,LMS_Activity,Weekly_Study_Hour,Social_Interaction_Score,Achievement_Points,Internship_Points,Financial_Support_Score,Scholarship_Status,Risk_Label
STU_46164,4,3.39,78.32,97,74.19,30,9.7,0,15,0,32,1,0
STU_46165,5,3.25,95.72,92,82.36,52,8.2,56,0,0,36,1,0
STU_46166,8,3.43,80.71,32,75.94,90,11.3,24,0,0,89,0,0
STU_46167,4,2.88,79.64,36,82.93,44,11.3,1,0,30,91,0,0
STU_46168,3,3.41,97.49,45,91.48,34,17.1,51,15,0,84,0,0
STU_46169,8,3.31,95.75,45,83.1,10,2.2,76,30,0,82,0,0
STU_46170,7,3.36,85.37,43,91.09,39,19.3,100,0,0,78,0,0
STU_46171,1,2.71,91.18,94,97.52,57,17.0,67,15,0,64,0,0
STU_46172,6,2.78,95.82,88,88.52,59,15.8,65,0,0,92,1,0
STU_46173,6,3.35,57.77,88,72.8,49,8.3,82,15,20,44,1,0
STU_46174,2,3.13,46.04,38,84.3,43,2.9,4,0,0,93,0,1
STU_46175,2,3.91,77.52,64,88.45,61,1.6,79,0,0,65,1,0
STU_46176,2,03.02,86.96,58,84.04,60,9.8,69,0,30,33,0,1
STU_46177,6,3.88,73.56,51,72.11,70,19.3,45,0,0,84,1,0
STU_46178,4,3.12,71.64,71,82.71,25,17.4,24,15,40,95,1,0
STU_46179,8,3.27,76.52,57,91.7,17,1.6,82,0,0,76,0,0
STU_46180,2,3.21,92.11,79,96.52,21,3.3,44,0,20,84,0,0
STU_46181,1,3.4,57.55,57,90.14,41,16.2,17,15,0,69,0,1
STU_46182,5,2.74,77.21,75,97.39,42,6.4,46,0,20,83,1,0
STU_46183,8,2.66,89.92,37,89.25,73,11.5,99,15,0,55,0,0
STU_46184,4,3.13,64.37,92,72.06,75,9.0,93,30,0,76,1,0
STU_46185,6,3.47,78.4,85,95.45,64,6.8,35,0,40,32,1,0
STU_46186,1,3.26,74.33,60,95.68,39,7.8,38,0,0,67,0,0
STU_46187,7,3.75,91.94,33,86.64,10,18.4,48,15,20,39,1,0
STU_46188,6,3.48,86.03,42,98.53,93,4.9,15,15,0,48,1,0
STU_46189,4,3.78,77.59,66,91.27,31,2.8,28,0,0,79,1,0
STU_46190,4,3.73,48.57,31,93.61,41,14.0,57,30,30,47,1,1
STU_46191,4,3.31,85.58,93,94.65,31,5.3,7,0,0,93,0,0
STU_46192,3,2.93,63.82,85,85.14,38,7.0,34,0,0,94,0,0
STU_46193,5,3.97,95.25,89,91.33,95,16.2,20,15,0,43,0,0
STU_46194,8,3.58,67.08,43,81.08,84,6.2,86,0,0,49,0,1
STU_46195,2,3.42,86.97,65,86.8,56,12.2,99,0,20,76,1,0
STU_46196,3,3.77,69.97,71,75.49,20,11.5,70,0,20,65,0,0
STU_46197,5,3.96,83.13,76,80.04,99,3.7,85,0,0,97,0,0
STU_46198,6,3.3,96.86,69,83.09,58,19.9,12,15,0,55,0,0
STU_46199,2,2.89,75.62,93,85.99,40,15.0,32,0,30,96,0,0
STU_46200,7,3.49,67.95,52,86.28,24,5.0,97,0,0,86,0,1
STU_46201,3,2.94,95.71,57,94.52,37,18.8,4,0,0,43,0,0
STU_46202,3,3.82,97.03,41,90.83,79,11.2,96,30,30,66,0,0
STU_46203,8,3.84,82.84,34,85.62,59,9.1,31,15,0,76,0,0
STU_46204,1,2.83,71.89,55,66.51,96,18.0,19,30,20,35,0,1
STU_46205,8,3.63,88.8,91,96.49,31,13.4,29,30,0,50,1,0
STU_46206,7,3.26,66.44,60,92.89,40,16.7,34,15,0,84,1,0
STU_46207,7,2.94,95.02,63,71.94,92,3.6,97,15,40,46,1,0
STU_46208,3,3.36,75.3,98,75.46,99,7.4,77,15,20,86,0,0
STU_46209,4,2.86,78.64,70,96.55,90,8.6,4,15,20,95,0,0
STU_46210,6,3.74,98.22,31,81.29,87,5.1,89,0,20,79,1,0
STU_46211,7,3.63,83.14,54,95.07,84,2.3,62,30,0,95,1,0
STU_46212,8,3.64,62.23,77,84.31,33,15.3,38,0,0,92,1,0
STU_46213,3,3.79,67.17,76,97.37,33,14.6,96,15,0,47,0,0
STU_46214,4,3.43,92.42,42,86.63,97,3.7,100,0,0,63,1,0
STU_46215,5,3.61,72.0,77,95.77,17,4.0,8,0,0,96,0,0
STU_46216,5,2.95,68.21,56,79.71,82,2.2,51,30,0,61,1,1
STU_46217,8,2.92,85.35,31,89.35,90,10.8,42,0,0,79,0,0
STU_46218,7,3.19,54.92,42,94.24,66,15.5,26,15,0,84,0,1
STU_46219,4,03.08,52.28,32,81.09,49,9.2,94,15,0,52,1,1
STU_46220,1,3.74,69.9,52,98.95,73,2.3,54,0,0,42,0,1
STU_46221,8,3.31,62.22,63,95.33,50,9.3,44,15,0,87,0,0
STU_46222,1,2.5,57.94,89,81.88,96,7.2,85,0,0,77,0,0
STU_46223,5,3.23,92.28,55,72.58,71,8.6,99,0,0,53,0,0
STU_46224,6,2.71,71.95,37,97.68,67,6.1,26,0,30,62,1,0
STU_46225,3,2.85,67.51,82,87.69,36,9.3,23,0,30,44,0,0
STU_46226,8,03.09,75.62,43,98.19,12,8.7,27,0,20,41,0,0
STU_46227,7,3.69,88.52,67,80.8,31,1.2,70,0,0,83,0,0
STU_46228,7,3.63,44.88,58,80.51,71,9.7,31,0,40,35,0,1
STU_46229,5,3.42,91.76,78,76.82,76,9.4,39,0,30,79,1,0
STU_46230,5,3.31,77.17,67,80.53,63,4.3,75,0,0,44,0,0
STU_46231,8,3.64,80.18,81,88.19,74,7.2,55,0,0,73,0,0
STU_46232,8,3.7,68.88,57,90.07,16,3.7,97,50,0,59,0,0
STU_46233,4,3.19,89.55,53,89.25,18,5.5,16,15,0,36,1,0
STU_46234,1,3.82,75.79,34,83.86,81,7.6,26,0,0,82,0,0
STU_46235,6,2.67,64.58,54,65.36,42,15.5,80,50,20,58,0,0
STU_46236,4,3.45,91.12,47,96.49,53,13.7,76,50,30,44,0,0
STU_46237,5,3.1,83.7,42,80.01,90,17.7,80,0,0,58,0,0
STU_46238,2,2.85,81.97,82,78.31,23,14.6,6,30,30,98,1,0
STU_46239,3,3.27,80.42,85,86.4,30,9.0,95,15,30,48,1,0
STU_46240,5,2.98,64.35,36,75.95,71,12.5,43,0,30,58,0,1
STU_46241,8,2.64,99.67,75,93.66,56,12.7,44,0,20,87,0,0
STU_46242,4,3.34,73.03,50,95.39,94,13.4,76,0,30,64,1,0
STU_46243,2,2.34,96.74,56,97.08,47,17.9,74,15,40,100,1,1
STU_46244,2,2.91,84.94,73,83.48,16,16.5,96,50,30,84,0,0
STU_46245,5,2.36,91.49,58,70.77,37,12.3,37,30,20,48,1,1
STU_46246,6,2.77,90.33,80,79.99,77,19.5,5,30,40,100,0,0
STU_46247,1,3.44,56.87,96,75.24,41,5.6,60,0,30,69,0,0
STU_46248,2,3.77,69.76,100,68.25,51,12.4,75,0,20,98,0,0
STU_46249,7,3.74,64.99,98,95.98,64,9.5,14,0,20,42,0,0
STU_46250,8,3.25,99.12,66,79.71,41,15.2,88,50,20,41,0,0
STU_46251,8,3.82,56.96,97,95.24,93,4.5,41,0,20,88,1,0
STU_46252,3,3.63,83.82,84,82.1,35,6.3,61,15,20,34,1,0
STU_46253,8,3.28,98.6,43,99.57,37,11.6,41,0,20,58,1,0
STU_46254,4,3.71,99.28,92,86.82,51,9.6,95,0,20,87,1,0
STU_46255,4,2.96,98.26,88,93.15,65,6.4,5,0,20,67,0,0
STU_46256,4,3.19,81.73,87,82.2,99,8.7,37,0,20,39,0,1
STU_46257,7,3.27,79.12,48,90.25,22,18.9,98,0,0,79,1,0
STU_46258,5,03.06,64.81,37,96.83,92,18.4,61,0,0,51,1,1
STU_46259,4,3.58,87.42,39,80.75,44,3.0,32,0,0,67,0,0
STU_46260,7,3.43,93.12,77,99.33,81,15.7,28,15,0,57,0,0
STU_46261,4,2.92,75.43,50,80.13,91,17.6,79,15,0,30,1,0
STU_46262,3,2.98,89.75,73,96.79,98,3.9,71,15,0,39,1,0
STU_46263,7,3.8,75.71,55,94.89,74,12.6,58,0,0,35,0,1
STU_46264,1,3.32,76.22,38,92.38,14,13.9,0,0,0,76,0,0
STU_46265,6,3.81,79.4,71,99.32,78,19.5,52,15,40,51,0,0
STU_46266,5,03.02,83.69,89,83.13,39,10.0,21,0,20,39,0,1
STU_46267,5,3.52,58.06,65,98.95,87,14.9,44,15,0,60,0,0
STU_46268,4,3.35,98.85,58,95.01,80,3.5,55,0,40,68,0,0
STU_46269,3,3.28,90.44,73,94.24,47,5.0,2,15,40,77,0,0
STU_46270,2,3.72,95.52,50,97.07,77,10.9,51,15,0,34,0,1
STU_46271,7,3.92,67.8,68,92.21,92,9.6,79,0,30,70,0,0
STU_46272,4,3.17,74.81,47,84.37,11,17.9,39,15,30,75,0,0
STU_46273,7,3.36,60.0,91,71.9,98,1.9,66,0,30,86,0,0
STU_46274,4,3.23,71.36,76,90.66,65,17.5,3,15,0,79,0,0
STU_46275,5,03.02,46.49,69,90.09,72,2.6,32,0,0,49,0,0
STU_46276,5,3.79,78.25,54,78.2,63,10.3,41,50,40,53,0,0
STU_46277,4,3.86,83.5,39,89.02,61,14.5,15,0,0,68,1,0
STU_46278,5,2.99,65.35,45,79.94,71,17.5,79,0,0,50,0,1
STU_46279,3,2.72,80.87,53,87.92,68,9.2,32,0,0,82,0,0
STU_46280,2,3.32,84.75,58,80.34,92,15.0,11,0,0,46,1,0
STU_46281,2,3.6,93.05,85,91.45,72,10.2,100,15,0,59,0,0
STU_46282,7,2.65,82.62,49,99.82,90,4.6,16,15,0,79,0,0
STU_46283,2,3.44,81.44,46,96.51,21,13.1,43,15,0,85,0,0
STU_46284,7,3.74,95.84,81,89.79,92,16.9,52,0,0,63,0,0
STU_46285,4,03.04,69.42,81,87.51,94,8.3,10,0,0,53,0,0
STU_46286,6,2.91,66.41,75,83.29,62,17.7,63,0,0,67,0,0
STU_46287,4,2.9,74.52,81,96.04,66,3.0,39,15,0,60,0,0
STU_46288,4,3.55,80.56,52,95.19,87,5.6,9,15,40,59,0,0
STU_46289,3,2.99,78.9,34,95.71,87,2.4,61,0,20,94,0,0
STU_46290,2,3.46,54.79,39,82.95,31,1.0,3,30,0,100,0,1
STU_46291,5,3.67,76.14,93,96.69,69,4.0,89,15,20,35,0,1
STU_46292,5,03.07,95.52,92,86.81,50,9.3,93,15,40,86,0,0
STU_46293,1,2.99,82.23,41,98.88,23,9.1,35,0,0,67,1,0
STU_46294,1,3.72,70.03,53,72.0,23,12.6,41,15,20,75,0,0
STU_46295,7,3.3,48.58,61,86.53,25,17.0,58,0,20,53,1,0
STU_46296,8,3.52,63.47,92,95.97,27,3.1,46,0,0,100,0,0
STU_46297,6,2.48,96.37,90,76.15,44,15.3,31,0,20,53,1,1
STU_46298,7,03.05,64.9,93,82.48,13,1.4,88,30,0,70,0,0
STU_46299,5,3.35,84.82,69,94.89,68,14.5,96,15,0,40,1,0
STU_46300,2,2.74,84.55,59,90.68,54,12.4,45,50,0,66,0,0
STU_46301,7,3.67,87.24,89,85.98,46,3.7,19,0,20,57,0,0
STU_46302,4,3.52,61.11,50,89.12,85,5.5,85,15,30,91,0,1
STU_46303,5,3.63,61.81,63,96.02,37,16.0,92,30,0,100,0,0
STU_46304,6,3.39,60.92,70,96.34,76,8.6,22,30,20,78,0,0
STU_46305,6,3.69,84.52,82,91.35,17,14.6,39,15,0,74,1,0
STU_46306,5,3.21,84.58,72,98.65,41,17.6,75,50,20,75,1,0
STU_46307,8,3.15,76.23,32,87.74,69,6.7,23,0,20,86,1,0
STU_46308,1,3.43,89.51,99,80.23,64,9.4,92,15,0,45,1,0
STU_46309,8,3.89,70.73,74,93.18,91,19.0,8,50,0,56,0,0
STU_46310,2,3.79,67.91,58,91.04,14,11.2,22,15,0,78,1,1
STU_46311,5,3.67,59.19,73,94.19,29,14.9,1,0,20,71,0,0
STU_46312,4,2.86,92.81,67,93.06,99,11.4,53,0,0,48,1,0
STU_46313,4,3.41,95.66,42,96.34,70,19.7,7,0,0,90,1,0
STU_46314,3,3.66,86.22,76,99.06,47,2.9,27,0,0,86,0,0
STU_46315,4,03.05,89.36,98,94.33,81,18.3,2,50,0,97,0,0
STU_46316,5,3.0,91.97,45,96.34,99,17.3,20,0,30,43,0,0
STU_46317,5,2.88,83.14,56,94.57,89,19.8,42,0,0,59,1,0
STU_46318,4,2.85,73.62,41,87.49,22,10.3,95,15,0,44,0,0
STU_46319,1,3.42,72.85,37,90.08,31,18.7,14,15,0,97,0,0
STU_46320,2,2.25,75.16,58,88.21,20,18.3,64,0,20,42,0,1
STU_46321,6,3.21,85.93,84,80.14,80,1.9,31,0,20,32,0,1
STU_46322,5,3.41,69.31,53,92.01,65,1.5,21,0,0,94,1,1
STU_46323,4,3.56,76.17,63,76.71,84,5.8,70,0,20,57,0,0
STU_46324,6,3.75,67.4,99,94.91,76,2.1,35,0,30,92,1,0
STU_46325,4,2.89,85.4,72,86.78,82,7.3,82,0,0,36,1,0
STU_46326,5,2.88,78.74,96,65.23,38,2.0,23,50,30,78,0,0
STU_46327,3,3.54,96.3,94,93.55,49,11.7,27,0,0,42,0,0
STU_46328,2,2.91,84.6,71,97.09,25,3.0,18,50,20,53,0,0
STU_46329,5,3.53,88.4,99,95.17,37,15.4,54,50,0,87,0,0
STU_46330,6,3.28,89.1,86,90.25,37,15.7,65,0,0,72,0,0
STU_46331,4,3.44,65.9,65,93.22,33,8.7,71,0,30,53,0,0
STU_46332,3,3.38,77.47,69,97.77,67,14.1,78,0,0,48,1,0
STU_46333,7,3.33,61.99,58,87.6,60,4.1,71,15,30,98,0,1
STU_46334,5,2.87,95.07,88,84.42,86,9.7,89,30,20,83,0,0
STU_46335,2,2.68,90.73,56,92.2,56,15.1,13,15,0,95,0,0
STU_46336,3,2.91,62.57,82,92.63,46,12.4,74,30,20,31,0,1
STU_46337,6,3.27,93.95,35,85.01,68,16.9,1,30,0,99,0,0
STU_46338,8,3.59,89.55,55,67.49,91,16.0,73,15,0,77,1,0
STU_46339,4,3.38,79.04,59,65.01,37,16.9,19,50,0,96,1,0
STU_46340,1,2.36,71.99,45,97.06,62,10.5,38,0,30,81,1,1
STU_46341,7,3.49,85.44,57,99.78,12,6.3,96,0,0,85,0,0
STU_46342,7,2.25,65.83,63,75.09,84,9.0,34,0,40,44,1,1
STU_46343,2,2.87,80.21,93,95.76,17,13.5,12,0,0,80,0,0
STU_46344,8,3.66,76.34,57,95.71,62,9.3,63,30,30,82,0,0
STU_46345,3,3.72,80.16,46,72.96,60,4.6,44,0,0,79,0,0
STU_46346,5,3.37,75.99,72,96.32,53,19.7,3,15,0,43,1,0
STU_46347,5,03.02,43.05,63,95.13,77,9.9,18,0,0,100,0,0
STU_46348,3,3.72,78.57,32,94.66,22,4.6,2,0,30,78,1,0
STU_46349,5,3.69,84.65,61,86.8,34,19.7,60,50,0,49,1,0
STU_46350,7,3.39,70.0,85,99.08,67,17.4,59,0,20,92,0,0
STU_46351,7,3.77,88.93,38,91.14,63,11.6,69,0,40,77,1,0
STU_46352,7,3.13,77.44,74,84.08,34,16.4,82,15,0,61,1,0
STU_46353,3,03.08,92.53,30,74.63,83,14.5,2,0,0,53,0,0
STU_46354,2,3.33,57.87,53,87.35,39,6.0,69,0,0,87,0,1
STU_46355,7,3.13,82.93,61,83.8,80,1.3,21,0,0,42,0,0
STU_46356,5,3.71,89.89,79,90.19,66,15.2,86,0,0,41,1,0
STU_46357,8,3.38,83.0,89,61.3,48,10.6,10,15,0,60,0,0
STU_46358,2,3.28,96.82,54,84.26,38,6.8,68,0,20,46,0,0
STU_46359,8,3.54,80.28,34,82.16,72,8.6,17,0,0,82,0,0
STU_46360,4,2.8,60.99,52,85.34,42,1.3,7,0,30,80,0,1
STU_46361,4,3.43,74.93,31,82.27,97,15.8,64,15,30,71,0,0
STU_46362,4,3.47,97.04,98,91.05,34,4.5,22,30,20,58,0,0
STU_46363,4,3.86,93.95,66,81.91,13,3.4,40,0,0,45,0,0
STU_46364,5,3.67,89.98,79,97.29,69,6.9,91,0,0,78,1,0
STU_46365,3,3.15,94.69,80,88.21,76,16.3,23,0,0,72,1,0
STU_46366,5,3.95,70.9,30,81.6,97,10.1,53,0,0,88,0,0
STU_46367,6,3.32,66.01,90,76.93,53,12.1,86,0,0,75,1,0
STU_46368,5,3.72,97.3,73,89.17,31,5.4,84,0,0,47,0,0
STU_46369,2,2.87,80.98,38,78.61,16,6.9,99,0,0,100,0,0
STU_46370,3,3.18,87.85,86,96.78,39,17.3,84,0,0,93,0,0
STU_46371,8,3.29,85.88,90,85.37,33,2.3,70,0,30,98,0,0
STU_46372,7,3.8,76.07,84,95.63,96,14.4,77,0,0,44,0,0
STU_46373,1,3.53,79.31,57,86.92,94,6.1,72,0,0,77,0,0
STU_46374,1,3.43,79.11,98,99.2,23,17.5,29,15,0,75,0,0
STU_46375,7,3.26,85.12,97,92.12,21,17.9,74,0,0,92,0,0
STU_46376,3,3.28,79.92,37,78.66,23,7.9,41,30,0,58,1,0
STU_46377,1,2.89,67.09,36,95.12,11,7.3,84,30,20,39,0,1
STU_46378,3,3.3,63.81,98,78.55,14,2.2,27,30,0,30,0,1
STU_46379,2,3.4,88.2,84,64.13,95,12.3,71,0,20,58,0,0
STU_46380,2,3.54,72.99,57,94.1,54,16.8,61,0,20,70,0,0
STU_46381,5,3.33,81.89,76,66.84,74,12.2,84,0,20,38,1,0
STU_46382,1,3.56,79.03,61,97.61,80,9.3,83,0,30,77,1,0
STU_46383,7,3.19,91.77,58,91.95,19,4.8,71,15,0,69,0,0
STU_46384,3,2.55,50.66,83,97.95,84,17.8,18,30,40,85,1,0
STU_46385,8,3.5,86.59,94,93.54,94,3.3,21,0,40,92,0,0
STU_46386,2,3.33,53.54,76,81.55,20,14.9,88,50,20,35,1,0
STU_46387,5,3.49,84.63,81,76.68,32,13.6,74,0,0,84,0,0
STU_46388,1,3.4,77.08,58,91.69,38,4.2,55,50,20,40,0,0
STU_46389,1,03.06,76.89,72,66.06,76,3.5,31,30,0,50,0,0
STU_46390,1,3.33,68.82,79,78.67,67,4.0,29,50,20,52,0,0
STU_46391,8,2.71,95.97,76,84.6,67,12.6,20,0,40,40,0,0
STU_46392,2,3.82,88.72,93,97.14,74,13.9,59,30,0,96,0,0
STU_46393,8,3.69,87.88,100,92.69,13,12.2,37,15,0,62,0,0
STU_46394,2,3.47,95.34,88,94.35,18,8.7,5,0,30,70,0,0
STU_46395,1,3.89,51.4,55,94.64,38,13.7,57,30,0,70,1,1
STU_46396,2,3.33,97.67,48,86.44,100,2.5,10,15,0,64,0,0
STU_46397,1,3.22,55.92,55,95.29,87,14.8,71,0,0,36,0,1
STU_46398,4,3.24,93.89,96,97.34,69,7.1,6,30,20,34,0,1
STU_46399,2,3.62,88.69,80,88.65,53,7.1,47,50,0,79,0,0
STU_46400,3,2.94,76.04,42,96.12,67,1.9,33,0,0,42,0,0
STU_46401,2,3.72,74.55,86,96.84,22,6.0,69,30,20,85,1,0
STU_46402,1,3.7,91.13,35,85.21,30,14.8,41,30,20,38,1,0
STU_46403,3,3.17,76.11,31,74.43,57,5.4,84,0,30,89,0,0
STU_46404,5,3.48,73.05,85,70.97,15,2.4,62,30,0,50,0,0
STU_46405,3,3.21,76.36,83,85.12,27,17.5,90,15,20,75,0,0
STU_46406,3,3.34,75.19,49,84.09,39,2.9,15,15,30,38,0,1
STU_46407,2,2.95,52.03,73,94.08,90,9.3,55,0,30,46,1,0
STU_46408,6,3.47,86.78,47,87.35,30,8.5,22,0,30,73,1,0
STU_46409,3,3.66,62.27,39,98.45,79,10.7,43,50,0,42,1,0
STU_46410,3,3.36,86.48,48,71.71,48,6.9,68,50,30,46,0,0
STU_46411,7,3.1,86.42,89,93.02,35,8.3,56,0,40,37,1,0
STU_46412,1,3.9,51.62,45,98.1,77,6.1,88,0,0,100,0,1
STU_46413,2,3.81,63.96,73,80.1,26,9.9,32,0,0,75,0,0
STU_46414,1,2.55,86.92,57,84.5,96,7.2,19,0,0,45,0,0
STU_46415,2,3.97,87.24,100,73.5,16,7.7,19,30,0,93,0,0
STU_46416,8,2.76,84.09,30,85.57,94,18.0,63,0,0,47,0,0
STU_46417,5,3.65,89.12,30,89.86,32,10.4,9,0,20,67,1,0
STU_46418,6,3.94,93.9,66,71.32,42,16.7,35,50,40,100,0,0
STU_46419,3,3.23,84.13,88,72.69,34,1.3,16,15,0,63,1,0
STU_46420,7,3.31,66.79,45,91.96,25,17.5,68,0,0,38,0,1
STU_46421,2,3.25,92.77,53,88.84,44,18.8,10,0,0,79,1,0
STU_46422,3,2.67,79.19,42,93.71,92,16.7,30,15,0,46,0,0
STU_46423,3,2.95,83.96,33,94.69,92,19.5,80,0,0,95,0,0
STU_46424,4,3.27,91.63,100,90.82,47,12.2,8,15,30,31,0,1
STU_46425,8,3.48,94.53,36,85.12,64,10.7,25,0,30,36,0,1
STU_46426,8,2.83,72.26,75,77.18,75,3.1,100,0,20,73,0,0
STU_46427,1,3.51,74.07,98,91.27,99,1.4,10,30,0,84,1,0
STU_46428,8,2.64,75.37,80,96.77,61,19.1,60,15,40,30,0,1
STU_46429,8,2.53,96.35,79,86.61,53,16.0,20,0,0,90,0,0
STU_46430,8,03.04,77.14,52,81.02,99,17.9,21,0,20,52,0,0
STU_46431,6,3.4,87.74,62,92.84,28,19.5,52,15,0,97,0,0
STU_46432,7,3.57,81.73,41,73.7,12,9.7,41,0,0,66,1,0
STU_46433,2,3.64,78.15,39,85.89,70,9.6,95,0,30,54,0,0
STU_46434,8,2.96,86.11,64,93.99,22,3.7,58,0,20,79,1,0
STU_46435,5,3.79,86.71,75,94.93,42,5.9,54,15,30,61,0,0
STU_46436,6,3.59,88.71,79,89.37,39,6.3,17,0,0,79,1,0
STU_46437,4,2.79,70.46,53,94.39,81,6.8,57,30,0,50,0,0
STU_46438,1,3.87,95.23,75,73.11,51,3.1,62,0,0,79,0,0
STU_46439,5,3.44,54.02,89,62.14,39,1.1,66,0,30,79,0,0
STU_46440,5,3.28,89.48,94,95.48,84,16.2,57,0,0,48,0,0
STU_46441,3,3.2,76.23,98,78.18,17,17.7,78,0,20,39,0,1
STU_46442,1,3.51,72.51,96,75.68,49,11.6,97,0,30,68,0,0
STU_46443,4,3.9,71.31,85,88.5,58,1.8,99,50,0,39,0,1
STU_46444,2,2.74,60.47,90,87.22,53,16.3,25,0,20,49,0,0
STU_46445,2,3.43,82.5,41,90.44,99,3.7,74,30,20,58,0,0
STU_46446,4,3.64,93.13,32,98.31,63,2.2,50,0,0,100,1,0
STU_46447,3,3.14,55.76,39,77.87,56,17.9,34,30,20,36,0,1
STU_46448,3,3.82,81.43,52,67.19,90,18.6,87,0,0,37,1,0
STU_46449,5,3.55,81.16,78,84.62,96,17.0,23,50,0,30,1,0
STU_46450,8,3.11,80.75,62,91.72,18,16.7,12,0,0,96,1,0
STU_46451,1,3.51,75.14,97,91.09,37,16.5,54,30,0,56,0,0
STU_46452,5,3.76,85.07,39,78.77,64,1.1,87,30,20,93,0,0
STU_46453,8,3.53,93.37,48,96.23,72,9.6,29,15,0,99,0,0
STU_46454,7,2.89,71.46,71,90.8,94,7.4,91,0,20,62,0,0
STU_46455,7,3.39,86.84,61,77.88,53,4.7,58,15,20,86,0,0
STU_46456,2,3.12,92.04,51,79.34,33,10.0,98,15,20,96,0,0
STU_46457,4,2.74,84.69,80,88.04,78,7.6,56,50,20,98,0,0
STU_46458,1,3.25,64.11,59,93.71,56,17.5,44,0,0,95,1,1
STU_46459,4,2.38,81.21,33,89.07,97,7.1,31,50,20,70,0,1
STU_46460,1,3.3,81.21,51,89.41,49,8.2,70,15,20,76,0,0
STU_46461,6,2.58,73.21,46,88.0,58,7.8,76,0,40,46,1,0
STU_46462,2,3.64,78.73,32,93.59,30,17.2,34,0,0,56,1,0
STU_46463,2,3.7,97.43,71,86.85,11,3.5,38,30,40,59,0,0
STU_46464,6,3.36,85.97,96,88.23,71,15.6,44,0,0,57,1,0
STU_46465,1,03.06,90.88,89,91.23,87,9.3,96,0,30,63,0,0
STU_46466,3,3.7,90.82,84,93.4,82,7.4,54,0,40,33,0,1
STU_46467,1,3.27,99.56,48,91.13,57,9.4,40,0,20,60,0,0
STU_46468,2,3.46,93.87,53,80.91,15,8.2,84,50,0,96,0,0
STU_46469,7,2.28,87.06,50,80.36,32,16.6,42,15,0,99,1,1
STU_46470,4,3.72,75.28,93,68.19,71,10.3,44,0,0,75,0,0
STU_46471,5,2.85,52.73,98,95.02,20,2.7,20,0,0,94,0,0
STU_46472,4,3.35,82.53,38,73.13,95,6.4,37,15,0,58,0,0
STU_46473,2,03.09,83.79,54,72.55,13,14.5,73,0,30,98,0,0
STU_46474,4,3.57,69.99,69,90.86,66,12.4,82,0,0,42,0,0
STU_46475,3,3.51,63.28,85,98.43,52,16.9,66,0,30,90,1,0
STU_46476,3,2.91,88.83,52,81.99,73,8.6,77,0,20,99,0,0
STU_46477,7,3.83,93.9,77,72.55,32,16.2,71,15,40,77,0,0
STU_46478,1,3.58,66.27,42,63.8,50,15.7,74,15,0,68,1,1
STU_46479,8,3.75,83.91,79,95.93,67,17.1,56,50,0,63,0,0
STU_46480,4,3.6,73.37,39,88.3,80,14.6,8,0,0,95,0,0
STU_46481,4,3.72,66.58,49,89.95,88,3.8,11,50,0,60,0,0
STU_46482,2,2.94,76.27,87,93.68,83,13.0,13,0,0,60,0,0
STU_46483,1,3.75,75.51,49,87.16,97,19.9,75,0,0,73,0,0
STU_46484,1,3.27,80.39,68,89.02,31,12.8,82,15,30,66,0,0
STU_46485,4,3.35,80.91,44,59.61,50,11.8,62,15,0,52,0,0
STU_46486,5,3.52,88.96,51,83.82,14,11.0,16,50,0,73,0,0
STU_46487,4,03.03,72.49,38,86.39,64,12.2,20,0,0,77,0,0
STU_46488,4,3.43,95.42,35,88.32,14,11.4,19,30,0,40,1,0
STU_46489,4,3.28,71.75,100,99.37,75,16.0,12,0,0,90,0,0
STU_46490,3,03.08,93.99,90,99.44,42,14.3,72,15,0,58,0,0
STU_46491,6,3.31,96.24,47,83.47,29,6.2,60,0,0,100,1,0
STU_46492,1,3.78,80.04,74,82.48,23,14.0,55,0,20,91,0,0
STU_46493,6,2.63,74.02,39,63.96,93,7.4,90,0,40,58,1,0
STU_46494,3,3.49,86.06,42,94.32,55,15.7,95,30,0,73,0,0
STU_46495,5,3.61,90.91,37,73.63,54,19.2,68,0,0,94,1,0
STU_46496,8,3.88,89.33,93,81.25,60,15.6,64,0,0,100,0,0
STU_46497,2,3.3,59.05,61,89.44,29,4.5,96,0,30,65,0,0
STU_46498,7,3.0,67.96,78,67.5,24,13.4,31,0,0,81,1,0
STU_46499,5,3.42,98.39,86,83.44,81,16.4,27,0,0,34,0,1
STU_46500,1,3.16,84.05,68,87.08,67,7.0,37,0,0,35,0,1
STU_46501,2,2.98,85.34,59,77.6,38,7.9,2,0,20,60,0,0
STU_46502,6,3.57,75.57,85,79.53,19,7.3,63,0,30,96,1,0
STU_46503,5,2.8,54.54,85,87.0,13,11.0,70,30,0,56,1,0
STU_46504,1,3.42,83.54,52,74.43,85,10.0,59,15,30,88,0,0
STU_46505,7,3.63,72.33,94,98.88,88,13.1,61,15,0,100,0,0
STU_46506,8,2.92,74.24,72,81.58,19,5.1,51,30,0,30,1,0
STU_46507,8,3.54,73.95,56,91.25,40,2.8,21,0,0,86,0,0
STU_46508,7,3.21,85.43,81,84.46,10,16.6,81,0,40,65,0,0
STU_46509,5,3.5,85.16,47,94.75,66,1.8,98,15,0,33,0,1
STU_46510,2,3.21,83.44,56,87.72,62,15.4,95,0,30,30,0,1
